Episode,Score,Steps,AvgScore,Epsilon
931,12,146,10.57,0.0100
932,10,113,10.61,0.0100
933,3,37,10.37,0.0100
934,22,197,10.51,0.0100
935,12,111,10.53,0.0100
936,2,36,10.44,0.0100
937,22,232,10.60,0.0100
938,13,155,10.59,0.0100
939,7,86,10.63,0.0100
940,12,142,10.53,0.0100
941,4,47,10.44,0.0100
942,0,4,10.21,0.0100
943,19,175,10.40,0.0100
944,12,125,10.47,0.0100
945,5,67,10.39,0.0100
946,9,87,10.33,0.0100
947,19,153,10.41,0.0100
948,10,92,10.47,0.0100
949,4,32,10.36,0.0100
950,5,37,10.40,0.0100
951,1,30,10.38,0.0100
952,4,40,10.38,0.0100
953,13,149,10.40,0.0100
954,0,4,10.32,0.0100
955,6,37,10.21,0.0100
956,14,136,10.19,0.0100
957,1,27,10.05,0.0100
958,13,85,10.05,0.0100
959,19,165,10.17,0.0100
960,22,233,10.36,0.0100
961,11,125,10.38,0.0100
962,19,213,10.55,0.0100
963,14,175,10.62,0.0100
964,11,105,10.50,0.0100
965,16,148,10.53,0.0100
966,9,99,10.50,0.0100
967,3,24,10.41,0.0100
968,4,38,10.43,0.0100
969,20,268,10.59,0.0100
970,9,69,10.55,0.0100
971,1,15,10.51,0.0100
972,16,191,10.58,0.0100
973,1,13,10.46,0.0100
974,9,80,10.53,0.0100
975,8,95,10.60,0.0100
976,3,26,10.28,0.0100
977,4,43,10.19,0.0100
978,10,123,10.27,0.0100
979,14,115,10.27,0.0100
980,3,41,10.24,0.0100
981,13,111,10.23,0.0100
982,4,39,10.26,0.0100
983,1,10,10.25,0.0100
984,2,33,10.17,0.0100
985,10,117,10.17,0.0100
986,12,144,10.14,0.0100
987,14,144,10.22,0.0100
988,19,209,10.29,0.0100
989,7,71,10.22,0.0100
990,21,197,10.41,0.0100
991,12,135,10.41,0.0100
992,15,164,10.34,0.0100
993,6,45,10.27,0.0100
994,28,336,10.52,0.0100
995,17,168,10.47,0.0100
996,18,155,10.63,0.0100
997,10,111,10.58,0.0100
998,4,41,10.51,0.0100
999,7,68,10.44,0.0100
1000,15,132,10.52,0.0100
1001,16,170,10.59,0.0100
1002,7,63,10.61,0.0100
1003,27,264,10.78,0.0100
1004,12,84,10.83,0.0100
1005,0,12,10.69,0.0100
1006,10,124,10.70,0.0100
1007,18,197,10.81,0.0100
1008,3,28,10.53,0.0100
1009,17,205,10.66,0.0100
1010,3,48,10.49,0.0100
1011,10,91,10.43,0.0100
1012,3,45,10.39,0.0100
1013,1,7,10.27,0.0100
1014,35,398,10.59,0.0100
1015,14,105,10.73,0.0100
1016,15,139,10.84,0.0100
1017,15,155,10.92,0.0100
1018,17,169,10.91,0.0100
1019,23,201,11.03,0.0100
1020,14,166,11.01,0.0100
1021,1,14,10.84,0.0100
1022,24,245,10.87,0.0100
1023,18,182,11.02,0.0100
1024,8,69,11.06,0.0100
1025,8,81,11.11,0.0100
1026,9,85,11.05,0.0100
1027,14,145,10.99,0.0100
1028,4,58,10.85,0.0100
1029,6,74,10.87,0.0100
1030,16,173,10.83,0.0100
1031,18,149,10.89,0.0100
1032,8,61,10.87,0.0100
1033,12,134,10.96,0.0100
1034,3,23,10.77,0.0100
1035,4,47,10.69,0.0100
1036,10,93,10.77,0.0100
1037,17,170,10.72,0.0100
1038,16,187,10.75,0.0100
1039,6,89,10.74,0.0100
1040,9,87,10.71,0.0100
1041,24,307,10.91,0.0100
1042,19,161,11.10,0.0100
1043,0,6,10.91,0.0100
1044,7,73,10.86,0.0100
1045,12,114,10.93,0.0100
1046,25,246,11.09,0.0100
1047,7,63,10.97,0.0100
1048,10,116,10.97,0.0100
1049,25,323,11.18,0.0100
1050,21,214,11.34,0.0100
1051,10,87,11.43,0.0100
1052,9,83,11.48,0.0100
1053,7,88,11.42,0.0100
1054,8,74,11.50,0.0100
1055,14,117,11.58,0.0100
1056,10,103,11.54,0.0100
1057,9,68,11.62,0.0100
1058,18,164,11.67,0.0100
1059,22,241,11.70,0.0100
1060,1,14,11.49,0.0100
1061,5,34,11.43,0.0100
1062,25,255,11.49,0.0100
1063,0,4,11.35,0.0100
1064,0,6,11.24,0.0100
1065,22,214,11.30,0.0100
1066,11,101,11.32,0.0100
1067,23,255,11.52,0.0100
1068,18,249,11.66,0.0100
1069,13,121,11.59,0.0100
1070,9,123,11.59,0.0100
1071,24,266,11.82,0.0100
1072,8,98,11.74,0.0100
1073,15,155,11.88,0.0100
1074,15,132,11.94,0.0100
1075,12,120,11.98,0.0100
1076,20,190,12.15,0.0100
1077,16,166,12.27,0.0100
1078,18,188,12.35,0.0100
1079,6,65,12.27,0.0100
1080,15,132,12.39,0.0100
1081,23,289,12.49,0.0100
1082,20,184,12.65,0.0100
1083,18,174,12.82,0.0100
1084,10,107,12.90,0.0100
1085,11,115,12.91,0.0100
1086,14,142,12.93,0.0100
1087,13,133,12.92,0.0100
1088,13,108,12.86,0.0100
1089,13,145,12.92,0.0100
1090,13,139,12.84,0.0100
1091,0,14,12.72,0.0100
1092,32,367,12.89,0.0100
1093,2,26,12.85,0.0100
1094,8,89,12.65,0.0100
1095,12,100,12.60,0.0100
1096,13,113,12.55,0.0100
1097,11,129,12.56,0.0100
1098,5,72,12.57,0.0100
1099,20,199,12.70,0.0100
1100,24,241,12.79,0.0100
1101,2,21,12.65,0.0100
1102,17,199,12.75,0.0100
1103,19,178,12.67,0.0100
1104,21,221,12.76,0.0100
1105,15,164,12.91,0.0100
1106,24,222,13.05,0.0100
1107,12,108,12.99,0.0100
1108,24,247,13.20,0.0100
1109,5,39,13.08,0.0100
1110,7,67,13.12,0.0100
1111,30,283,13.32,0.0100
1112,11,105,13.40,0.0100
1113,11,75,13.50,0.0100
1114,2,21,13.17,0.0100
1115,25,285,13.28,0.0100
1116,0,4,13.13,0.0100
1117,19,250,13.17,0.0100
1118,18,186,13.18,0.0100
1119,14,187,13.09,0.0100
1120,19,189,13.14,0.0100
1121,5,63,13.18,0.0100
1122,11,154,13.05,0.0100
1123,4,36,12.91,0.0100
1124,17,178,13.00,0.0100
1125,10,135,13.02,0.0100
1126,17,157,13.10,0.0100
1127,7,76,13.03,0.0100
1128,10,72,13.09,0.0100
1129,5,58,13.08,0.0100
1130,5,48,12.97,0.0100
1131,21,237,13.00,0.0100
1132,10,97,13.02,0.0100
1133,23,213,13.13,0.0100
1134,3,15,13.13,0.0100
1135,2,12,13.11,0.0100
1136,22,238,13.23,0.0100
1137,2,45,13.08,0.0100
1138,2,16,12.94,0.0100
1139,11,119,12.99,0.0100
1140,10,115,13.00,0.0100
1141,20,205,12.96,0.0100
1142,11,128,12.88,0.0100
1143,18,210,13.06,0.0100
1144,1,13,13.00,0.0100
1145,25,265,13.13,0.0100
1146,13,132,13.01,0.0100
1147,23,204,13.17,0.0100
1148,16,188,13.23,0.0100
1149,18,203,13.16,0.0100
1150,9,87,13.04,0.0100
1151,12,140,13.06,0.0100
1152,17,161,13.14,0.0100
1153,22,242,13.29,0.0100
1154,9,100,13.30,0.0100
1155,22,197,13.38,0.0100
1156,4,32,13.32,0.0100
1157,31,350,13.54,0.0100
1158,33,294,13.69,0.0100
1159,17,120,13.64,0.0100
1160,12,126,13.75,0.0100
1161,21,205,13.91,0.0100
1162,23,216,13.89,0.0100
1163,21,193,14.10,0.0100
1164,5,51,14.15,0.0100
1165,1,17,13.94,0.0100
1166,14,164,13.97,0.0100
1167,3,29,13.77,0.0100
1168,6,72,13.65,0.0100
1169,22,266,13.74,0.0100
1170,18,216,13.83,0.0100
1171,20,183,13.79,0.0100
1172,15,110,13.86,0.0100
1173,36,399,14.07,0.0100
1174,9,98,14.01,0.0100
1175,12,81,14.01,0.0100
1176,4,29,13.85,0.0100
1177,1,13,13.70,0.0100
1178,4,28,13.56,0.0100
1179,15,157,13.65,0.0100
1180,18,146,13.68,0.0100
1181,3,20,13.48,0.0100
1182,2,15,13.30,0.0100
1183,8,99,13.20,0.0100
1184,9,81,13.19,0.0100
1185,6,73,13.14,0.0100
1186,11,103,13.11,0.0100
1187,15,106,13.13,0.0100
1188,5,55,13.05,0.0100
1189,27,287,13.19,0.0100
1190,14,147,13.20,0.0100
1191,5,41,13.25,0.0100
1192,4,41,12.97,0.0100
1193,2,38,12.97,0.0100
1194,1,9,12.90,0.0100
1195,12,99,12.90,0.0100
1196,17,133,12.94,0.0100
1197,14,155,12.97,0.0100
1198,23,252,13.15,0.0100
1199,33,405,13.28,0.0100
1200,18,185,13.22,0.0100
1201,21,219,13.41,0.0100
1202,18,195,13.42,0.0100
1203,13,170,13.36,0.0100
1204,21,178,13.36,0.0100
1205,12,141,13.33,0.0100
1206,22,210,13.31,0.0100
1207,17,162,13.36,0.0100
1208,22,202,13.34,0.0100
1209,6,69,13.35,0.0100
1210,15,187,13.43,0.0100
1211,8,87,13.21,0.0100
1212,7,84,13.17,0.0100
1213,8,68,13.14,0.0100
1214,12,93,13.24,0.0100
1215,10,101,13.09,0.0100
1216,17,210,13.26,0.0100
1217,12,127,13.19,0.0100
1218,22,210,13.23,0.0100
1219,6,45,13.15,0.0100
1220,15,145,13.11,0.0100
1221,21,183,13.27,0.0100
1222,6,49,13.22,0.0100
1223,6,55,13.24,0.0100
1224,17,153,13.24,0.0100
1225,4,23,13.18,0.0100
1226,12,133,13.13,0.0100
1227,24,257,13.30,0.0100
1228,25,299,13.45,0.0100
1229,3,22,13.43,0.0100
1230,10,112,13.48,0.0100
1231,2,16,13.29,0.0100
1232,0,8,13.19,0.0100
1233,9,84,13.05,0.0100
1234,18,185,13.20,0.0100
1235,10,94,13.28,0.0100
1236,4,43,13.10,0.0100
1237,22,210,13.30,0.0100
1238,9,74,13.37,0.0100
1239,20,195,13.46,0.0100
1240,2,22,13.38,0.0100
1241,14,156,13.32,0.0100
1242,17,179,13.38,0.0100
1243,6,78,13.26,0.0100
1244,24,219,13.49,0.0100
1245,5,32,13.29,0.0100
1246,7,67,13.23,0.0100
1247,3,27,13.03,0.0100
1248,6,54,12.93,0.0100
1249,15,161,12.90,0.0100
1250,7,87,12.88,0.0100
1251,6,49,12.82,0.0100
1252,8,71,12.73,0.0100
1253,24,229,12.75,0.0100
1254,22,214,12.88,0.0100
1255,1,11,12.67,0.0100
1256,32,299,12.95,0.0100
1257,18,171,12.82,0.0100
1258,14,143,12.63,0.0100
1259,14,151,12.60,0.0100
1260,1,25,12.49,0.0100
1261,19,163,12.47,0.0100
1262,16,145,12.40,0.0100
1263,24,307,12.43,0.0100
1264,25,249,12.63,0.0100
1265,24,259,12.86,0.0100
1266,10,59,12.82,0.0100
1267,4,48,12.83,0.0100
1268,13,131,12.90,0.0100
1269,5,52,12.73,0.0100
1270,5,74,12.60,0.0100
1271,15,108,12.55,0.0100
1272,14,157,12.54,0.0100
1273,3,43,12.21,0.0100
1274,13,131,12.25,0.0100
1275,5,31,12.18,0.0100
1276,4,38,12.18,0.0100
1277,13,87,12.30,0.0100
1278,8,85,12.34,0.0100
1279,22,221,12.41,0.0100
1280,3,34,12.26,0.0100
1281,4,39,12.27,0.0100
1282,1,6,12.26,0.0100
1283,17,211,12.35,0.0100
1284,12,117,12.38,0.0100
1285,7,60,12.39,0.0100
1286,12,128,12.40,0.0100
1287,20,158,12.45,0.0100
1288,16,159,12.56,0.0100
1289,8,71,12.37,0.0100
1290,8,117,12.31,0.0100
1291,10,97,12.36,0.0100
1292,8,52,12.40,0.0100
1293,11,80,12.49,0.0100
1294,13,138,12.61,0.0100
1295,11,120,12.60,0.0100
1296,20,244,12.63,0.0100
1297,21,173,12.70,0.0100
1298,8,73,12.55,0.0100
1299,14,152,12.36,0.0100
1300,5,46,12.23,0.0100
1301,16,162,12.18,0.0100
1302,20,219,12.20,0.0100
1303,14,117,12.21,0.0100
1304,4,31,12.04,0.0100
1305,21,235,12.13,0.0100
1306,17,147,12.08,0.0100
1307,13,138,12.04,0.0100
1308,9,77,11.91,0.0100
1309,25,259,12.10,0.0100
1310,14,176,12.09,0.0100
1311,15,138,12.16,0.0100
1312,19,223,12.28,0.0100
1313,8,85,12.28,0.0100
1314,18,152,12.34,0.0100
1315,10,79,12.34,0.0100
1316,16,134,12.33,0.0100
1317,8,101,12.29,0.0100
1318,21,193,12.28,0.0100
1319,10,115,12.32,0.0100
1320,16,154,12.33,0.0100
1321,21,174,12.33,0.0100
1322,5,52,12.32,0.0100
1323,16,148,12.42,0.0100
1324,17,190,12.42,0.0100
1325,14,111,12.52,0.0100
1326,20,212,12.60,0.0100
1327,22,219,12.58,0.0100
1328,10,135,12.43,0.0100
1329,15,166,12.55,0.0100
1330,27,288,12.72,0.0100
1331,12,121,12.82,0.0100
1332,25,284,13.07,0.0100
1333,10,125,13.08,0.0100
1334,14,151,13.04,0.0100
1335,2,8,12.96,0.0100
1336,13,104,13.05,0.0100
1337,21,189,13.04,0.0100
1338,17,182,13.12,0.0100
1339,17,199,13.09,0.0100
1340,10,114,13.17,0.0100
1341,5,37,13.08,0.0100
1342,11,111,13.02,0.0100
1343,6,64,13.02,0.0100
1344,2,20,12.80,0.0100
1345,3,39,12.78,0.0100
1346,9,83,12.80,0.0100
1347,9,79,12.86,0.0100
1348,20,196,13.00,0.0100
1349,6,95,12.91,0.0100
1350,14,142,12.98,0.0100
1351,6,70,12.98,0.0100
1352,13,156,13.03,0.0100
1353,11,91,12.90,0.0100
1354,37,391,13.05,0.0100
1355,18,191,13.22,0.0100
1356,20,218,13.10,0.0100
1357,20,195,13.12,0.0100
1358,21,239,13.19,0.0100
1359,4,34,13.09,0.0100
1360,15,139,13.23,0.0100
1361,10,117,13.14,0.0100
1362,14,170,13.12,0.0100
1363,0,11,12.88,0.0100
1364,0,11,12.63,0.0100
1365,20,229,12.59,0.0100
1366,3,32,12.52,0.0100
1367,16,153,12.64,0.0100
1368,3,21,12.54,0.0100
1369,8,72,12.57,0.0100
1370,15,192,12.67,0.0100
1371,4,52,12.56,0.0100
1372,31,392,12.73,0.0100
1373,4,38,12.74,0.0100
1374,2,31,12.63,0.0100
1375,5,51,12.63,0.0100
1376,4,43,12.63,0.0100
1377,16,208,12.66,0.0100
1378,12,95,12.70,0.0100
1379,24,239,12.72,0.0100
1380,22,204,12.91,0.0100
1381,29,285,13.16,0.0100
1382,14,156,13.29,0.0100
1383,13,110,13.25,0.0100
1384,11,115,13.24,0.0100
1385,6,45,13.23,0.0100
1386,9,110,13.20,0.0100
1387,6,57,13.06,0.0100
1388,19,222,13.09,0.0100
1389,5,54,13.06,0.0100
1390,23,271,13.21,0.0100
1391,27,280,13.38,0.0100
1392,9,106,13.39,0.0100
1393,6,54,13.34,0.0100
1394,28,275,13.49,0.0100
1395,10,102,13.48,0.0100
1396,13,121,13.41,0.0100
1397,5,55,13.25,0.0100
1398,10,115,13.27,0.0100
1399,6,53,13.19,0.0100
1400,24,275,13.38,0.0100
1401,7,98,13.29,0.0100
1402,3,32,13.12,0.0100
1403,17,170,13.15,0.0100
1404,13,167,13.24,0.0100
1405,13,169,13.16,0.0100
1406,27,303,13.26,0.0100
1407,13,131,13.26,0.0100
1408,20,197,13.37,0.0100
1409,17,193,13.29,0.0100
1410,20,187,13.35,0.0100
1411,11,96,13.31,0.0100
1412,4,59,13.16,0.0100
1413,12,119,13.20,0.0100
1414,8,93,13.10,0.0100
1415,20,179,13.20,0.0100
1416,7,78,13.11,0.0100
1417,21,205,13.24,0.0100
1418,17,158,13.20,0.0100
1419,9,90,13.19,0.0100
1420,11,97,13.14,0.0100
1421,25,239,13.18,0.0100
1422,21,220,13.34,0.0100
1423,18,174,13.36,0.0100
1424,10,125,13.29,0.0100
1425,7,84,13.22,0.0100
1426,21,223,13.23,0.0100
1427,21,195,13.22,0.0100
1428,33,314,13.45,0.0100
1429,5,53,13.35,0.0100
1430,13,153,13.21,0.0100
1431,3,25,13.12,0.0100
1432,31,303,13.18,0.0100
1433,5,39,13.13,0.0100
1434,5,51,13.04,0.0100
1435,19,192,13.21,0.0100
1436,18,182,13.26,0.0100
1437,14,114,13.19,0.0100
1438,10,101,13.12,0.0100
1439,23,268,13.18,0.0100
1440,15,146,13.23,0.0100
1441,10,107,13.28,0.0100
1442,21,200,13.38,0.0100
1443,18,158,13.50,0.0100
1444,13,136,13.61,0.0100
1445,19,211,13.77,0.0100
1446,29,258,13.97,0.0100
1447,25,268,14.13,0.0100
1448,13,128,14.06,0.0100
1449,22,228,14.22,0.0100
1450,24,218,14.32,0.0100
1451,7,63,14.33,0.0100
1452,11,120,14.31,0.0100
1453,10,79,14.30,0.0100
1454,10,88,14.03,0.0100
1455,19,161,14.04,0.0100
1456,22,228,14.06,0.0100
1457,22,214,14.08,0.0100
1458,23,222,14.10,0.0100
1459,25,267,14.31,0.0100
1460,34,318,14.50,0.0100
1461,36,351,14.76,0.0100
1462,15,195,14.77,0.0100
1463,21,224,14.98,0.0100
1464,21,216,15.19,0.0100
1465,17,192,15.16,0.0100
1466,0,4,15.13,0.0100
1467,17,159,15.14,0.0100
1468,26,232,15.37,0.0100
1469,7,70,15.36,0.0100
1470,22,230,15.43,0.0100
1471,5,55,15.44,0.0100
1472,15,139,15.28,0.0100
1473,3,27,15.27,0.0100
1474,17,209,15.42,0.0100
1475,13,139,15.50,0.0100
1476,8,60,15.54,0.0100
1477,20,183,15.58,0.0100
1478,14,154,15.60,0.0100
1479,32,327,15.68,0.0100
1480,34,369,15.80,0.0100
1481,20,217,15.71,0.0100
1482,11,99,15.68,0.0100
1483,11,100,15.66,0.0100
1484,15,149,15.70,0.0100
1485,7,76,15.71,0.0100
1486,21,197,15.83,0.0100
1487,13,123,15.90,0.0100
1488,18,164,15.89,0.0100
1489,12,93,15.96,0.0100
1490,6,69,15.79,0.0100
1491,3,35,15.55,0.0100
1492,16,152,15.62,0.0100
1493,21,235,15.77,0.0100
1494,15,164,15.64,0.0100
1495,13,117,15.67,0.0100
1496,1,21,15.55,0.0100
1497,19,185,15.69,0.0100
1498,26,276,15.85,0.0100
1499,17,154,15.96,0.0100
1500,8,75,15.80,0.0100
1501,2,12,15.75,0.0100
1502,20,207,15.92,0.0100
1503,16,140,15.91,0.0100
1504,12,155,15.90,0.0100
1505,23,267,16.00,0.0100
1506,9,118,15.82,0.0100
1507,22,237,15.91,0.0100
1508,14,167,15.85,0.0100
1509,25,222,15.93,0.0100
1510,12,132,15.85,0.0100
1511,17,190,15.91,0.0100
1512,1,9,15.88,0.0100
1513,9,95,15.85,0.0100
1514,14,148,15.91,0.0100
1515,17,205,15.88,0.0100
1516,16,140,15.97,0.0100
1517,7,74,15.83,0.0100
1518,8,54,15.74,0.0100
1519,3,20,15.68,0.0100
1520,5,43,15.62,0.0100
1521,19,184,15.56,0.0100
1522,13,109,15.48,0.0100
1523,1,19,15.31,0.0100
1524,3,42,15.24,0.0100
1525,29,253,15.46,0.0100
1526,13,129,15.38,0.0100
1527,10,87,15.27,0.0100
1528,8,88,15.02,0.0100
1529,2,21,14.99,0.0100
1530,14,131,15.00,0.0100
1531,12,98,15.09,0.0100
1532,20,166,14.98,0.0100
1533,10,129,15.03,0.0100
1534,20,197,15.18,0.0100
1535,17,197,15.16,0.0100
1536,18,168,15.16,0.0100
1537,2,28,15.04,0.0100
1538,11,138,15.05,0.0100
1539,23,231,15.05,0.0100
1540,9,103,14.99,0.0100
1541,12,111,15.01,0.0100
1542,18,145,14.98,0.0100
1543,16,139,14.96,0.0100
1544,4,34,14.87,0.0100
1545,23,224,14.91,0.0100
1546,3,20,14.65,0.0100
1547,20,215,14.60,0.0100
1548,7,87,14.54,0.0100
1549,21,257,14.53,0.0100
1550,12,115,14.41,0.0100
1551,11,120,14.45,0.0100
1552,11,77,14.45,0.0100
1553,20,221,14.55,0.0100
1554,13,133,14.58,0.0100
1555,30,266,14.69,0.0100
1556,34,343,14.81,0.0100
1557,34,382,14.93,0.0100
1558,19,172,14.89,0.0100
1559,4,34,14.68,0.0100
1560,18,211,14.52,0.0100
1561,19,207,14.35,0.0100
1562,6,59,14.26,0.0100
1563,13,118,14.18,0.0100
1564,20,197,14.17,0.0100
1565,12,142,14.12,0.0100
1566,12,102,14.24,0.0100
1567,3,34,14.10,0.0100
1568,9,104,13.93,0.0100
1569,1,13,13.87,0.0100
1570,25,278,13.90,0.0100
1571,5,54,13.90,0.0100
1572,11,99,13.86,0.0100
1573,22,243,14.05,0.0100
1574,19,151,14.07,0.0100
1575,26,215,14.20,0.0100
1576,15,149,14.27,0.0100
1577,12,107,14.19,0.0100
1578,26,269,14.31,0.0100
1579,4,47,14.03,0.0100
1580,1,24,13.70,0.0100
1581,18,162,13.68,0.0100
1582,19,222,13.76,0.0100
1583,7,90,13.72,0.0100
1584,17,187,13.74,0.0100
1585,11,110,13.78,0.0100
1586,16,158,13.73,0.0100
1587,11,123,13.71,0.0100
1588,6,78,13.59,0.0100
1589,24,234,13.71,0.0100
1590,18,176,13.83,0.0100
1591,4,55,13.84,0.0100
1592,14,130,13.82,0.0100
1593,15,135,13.76,0.0100
1594,3,36,13.64,0.0100
1595,0,7,13.51,0.0100
1596,1,17,13.51,0.0100
1597,9,78,13.41,0.0100
1598,17,195,13.32,0.0100
1599,14,123,13.29,0.0100
1600,16,149,13.37,0.0100
1601,11,126,13.46,0.0100
1602,10,103,13.36,0.0100
1603,4,51,13.24,0.0100
1604,17,169,13.29,0.0100
1605,9,107,13.15,0.0100
1606,23,226,13.29,0.0100
1607,1,21,13.08,0.0100
1608,28,242,13.22,0.0100
1609,5,55,13.02,0.0100
1610,0,8,12.90,0.0100
1611,12,109,12.85,0.0100
1612,5,69,12.89,0.0100
1613,16,172,12.96,0.0100
1614,9,77,12.91,0.0100
1615,10,110,12.84,0.0100
1616,7,75,12.75,0.0100
1617,20,222,12.88,0.0100
1618,17,164,12.97,0.0100
1619,4,35,12.98,0.0100
1620,18,235,13.11,0.0100
1621,0,8,12.92,0.0100
1622,11,101,12.90,0.0100
1623,16,121,13.05,0.0100
1624,0,14,13.02,0.0100
1625,4,37,12.77,0.0100
1626,0,8,12.64,0.0100
1627,7,74,12.61,0.0100
1628,29,293,12.82,0.0100
1629,10,91,12.90,0.0100
1630,15,139,12.91,0.0100
1631,26,250,13.05,0.0100
1632,13,143,12.98,0.0100
1633,27,283,13.15,0.0100
1634,7,71,13.02,0.0100
1635,28,313,13.13,0.0100
1636,18,185,13.13,0.0100
1637,0,11,13.11,0.0100
1638,13,135,13.13,0.0100
1639,13,138,13.03,0.0100
1640,9,84,13.03,0.0100
1641,19,180,13.10,0.0100
1642,8,91,13.00,0.0100
1643,9,85,12.93,0.0100
1644,21,220,13.10,0.0100
1645,12,127,12.99,0.0100
1646,0,4,12.96,0.0100
1647,16,161,12.92,0.0100
1648,18,185,13.03,0.0100
1649,14,125,12.96,0.0100
1650,18,173,13.02,0.0100
1651,15,171,13.06,0.0100
1652,4,41,12.99,0.0100
1653,11,102,12.90,0.0100
1654,5,51,12.82,0.0100
1655,12,109,12.64,0.0100
1656,0,11,12.30,0.0100
1657,9,91,12.05,0.0100
1658,10,107,11.96,0.0100
1659,1,28,11.93,0.0100
1660,16,183,11.91,0.0100
1661,17,218,11.89,0.0100
1662,36,379,12.19,0.0100
1663,16,159,12.22,0.0100
1664,7,82,12.09,0.0100
1665,26,278,12.23,0.0100
1666,17,203,12.28,0.0100
1667,15,155,12.40,0.0100
1668,10,96,12.41,0.0100
1669,15,201,12.55,0.0100
1670,12,119,12.42,0.0100
1671,26,261,12.63,0.0100
1672,15,159,12.67,0.0100
1673,22,223,12.67,0.0100
1674,2,15,12.50,0.0100
1675,18,193,12.42,0.0100
1676,13,143,12.40,0.0100
1677,16,177,12.44,0.0100
1678,17,204,12.35,0.0100
1679,31,357,12.62,0.0100
1680,8,81,12.69,0.0100
1681,25,269,12.76,0.0100
1682,8,74,12.65,0.0100
1683,9,85,12.67,0.0100
1684,24,267,12.74,0.0100
1685,12,99,12.75,0.0100
1686,35,348,12.94,0.0100
1687,16,150,12.99,0.0100
1688,8,54,13.01,0.0100
1689,11,118,12.88,0.0100
1690,16,172,12.86,0.0100
1691,18,179,13.00,0.0100
1692,17,186,13.03,0.0100
1693,7,61,12.95,0.0100
1694,13,110,13.05,0.0100
1695,13,134,13.18,0.0100
1696,29,358,13.46,0.0100
1697,20,178,13.57,0.0100
1698,18,149,13.58,0.0100
1699,22,264,13.66,0.0100
1700,5,44,13.55,0.0100
1701,23,238,13.67,0.0100
1702,12,131,13.69,0.0100
1703,13,120,13.78,0.0100
1704,1,14,13.62,0.0100
1705,8,61,13.61,0.0100
1706,27,312,13.65,0.0100
1707,28,281,13.92,0.0100
1708,16,189,13.80,0.0100
1709,27,302,14.02,0.0100
1710,32,349,14.34,0.0100
1711,4,32,14.26,0.0100
1712,7,49,14.28,0.0100
1713,17,168,14.29,0.0100
1714,21,192,14.41,0.0100
1715,23,268,14.54,0.0100
1716,14,139,14.61,0.0100
1717,3,32,14.44,0.0100
1718,11,114,14.38,0.0100
1719,32,286,14.66,0.0100
1720,14,119,14.62,0.0100
1721,1,7,14.63,0.0100
1722,18,201,14.70,0.0100
1723,1,12,14.55,0.0100
1724,14,155,14.69,0.0100
1725,26,282,14.91,0.0100
1726,7,82,14.98,0.0100
1727,2,20,14.93,0.0100
1728,16,178,14.80,0.0100
1729,13,132,14.83,0.0100
1730,14,148,14.82,0.0100
1731,24,283,14.80,0.0100
1732,2,12,14.69,0.0100
1733,13,114,14.55,0.0100
1734,21,192,14.69,0.0100
1735,7,48,14.48,0.0100
1736,22,226,14.52,0.0100
1737,12,116,14.64,0.0100
1738,17,141,14.68,0.0100
1739,25,222,14.80,0.0100
1740,6,51,14.77,0.0100
1741,18,173,14.76,0.0100
1742,25,211,14.93,0.0100
1743,21,217,15.05,0.0100
1744,19,176,15.03,0.0100
1745,10,92,15.01,0.0100
1746,21,226,15.22,0.0100
1747,11,119,15.17,0.0100
1748,9,91,15.08,0.0100
1749,15,115,15.09,0.0100
1750,24,213,15.15,0.0100
1751,10,97,15.10,0.0100
1752,9,108,15.15,0.0100
1753,26,233,15.30,0.0100
1754,19,230,15.44,0.0100
1755,21,208,15.53,0.0100
1756,9,103,15.62,0.0100
1757,13,121,15.66,0.0100
1758,15,175,15.71,0.0100
1759,9,105,15.79,0.0100
1760,17,166,15.80,0.0100
1761,32,268,15.95,0.0100
1762,19,205,15.78,0.0100
1763,15,163,15.77,0.0100
1764,6,70,15.76,0.0100
1765,10,133,15.60,0.0100
1766,11,139,15.54,0.0100
1767,26,229,15.65,0.0100
1768,5,58,15.60,0.0100
1769,12,114,15.57,0.0100
1770,20,241,15.65,0.0100
1771,18,160,15.57,0.0100
1772,20,193,15.62,0.0100
1773,5,43,15.45,0.0100
1774,17,191,15.60,0.0100
1775,0,11,15.42,0.0100
1776,5,61,15.34,0.0100
1777,14,143,15.32,0.0100
1778,23,247,15.38,0.0100
1779,16,135,15.23,0.0100
1780,18,144,15.33,0.0100
1781,18,147,15.26,0.0100
1782,6,65,15.24,0.0100
1783,2,20,15.17,0.0100
1784,18,175,15.11,0.0100
1785,1,21,15.00,0.0100
1786,24,287,14.89,0.0100
1787,4,51,14.77,0.0100
1788,23,235,14.92,0.0100
1789,0,11,14.81,0.0100
1790,13,117,14.78,0.0100
1791,2,23,14.62,0.0100
1792,17,183,14.62,0.0100
1793,18,185,14.73,0.0100
1794,9,82,14.69,0.0100
1795,29,333,14.85,0.0100
1796,15,133,14.71,0.0100
1797,17,157,14.68,0.0100
1798,19,189,14.69,0.0100
1799,14,182,14.61,0.0100
1800,19,203,14.75,0.0100
1801,7,83,14.59,0.0100
1802,17,161,14.64,0.0100
1803,13,114,14.64,0.0100
1804,14,138,14.77,0.0100
1805,8,88,14.77,0.0100
1806,17,132,14.67,0.0100
1807,12,121,14.51,0.0100
