Episode,Agent1Reward,Agent2Reward,Agent1AvgR,Agent2AvgR,Agent1Wins,Agent2Wins,Steps,BufSize,Loss1,Loss2
3034,-10.9,4.1000000000000005,-7.411,-1.011,472,455,9,50000,0.43809,0.16486
3035,3.7,-11.299999999999999,-7.411,-1.011,472,455,13,50000,0.43809,0.16486
3036,-1.199999999999994,-16.199999999999996,-7.411,-1.011,472,455,62,50000,0.43809,0.16486
3037,-11.0,4.0,-7.411,-1.011,472,455,10,50000,0.43809,0.16486
3038,-11.1,3.9000000000000004,-7.411,-1.011,472,455,11,50000,0.43809,0.16486
3039,-12.0,3.0,-7.411,-1.011,472,455,20,50000,0.43809,0.16486
3040,-12.3,2.6999999999999997,-6.751,-1.401,472,455,23,50000,0.48708,0.16938
3041,-11.1,3.9000000000000004,-6.751,-1.401,472,455,11,50000,0.48708,0.16938
3042,-11.0,4.0,-6.751,-1.401,472,455,10,50000,0.48708,0.16938
3043,-11.1,3.9000000000000004,-6.751,-1.401,472,455,11,50000,0.48708,0.16938
3044,-10.9,4.1000000000000005,-6.751,-1.401,472,455,9,50000,0.48708,0.16938
3045,-10.9,4.1000000000000005,-6.751,-1.401,472,455,9,50000,0.48708,0.16938
3046,-10.799999999999999,4.2,-6.751,-1.401,472,455,8,50000,0.48708,0.16938
3047,-12.2,2.8,-6.751,-1.401,472,455,22,50000,0.48708,0.16938
3048,2.9,-12.1,-6.751,-1.401,472,455,21,50000,0.48708,0.16938
3049,9.50000000000002,-5.499999999999995,-6.751,-1.401,472,455,55,50000,0.48708,0.16938
3050,-12.2,2.8,-6.751,-1.401,472,455,22,50000,0.48708,0.16938
3051,-10.799999999999999,4.2,-6.751,-1.401,472,455,8,50000,0.48708,0.16938
3052,3.7,-11.299999999999999,-6.751,-1.401,472,455,13,50000,0.48708,0.16938
3053,-14.5,0.5,-6.751,-1.401,472,455,45,50000,0.48708,0.16938
3054,-11.9,3.0999999999999996,-6.751,-1.401,472,455,19,50000,0.48708,0.16938
3055,-10.9,4.1000000000000005,-6.751,-1.401,472,455,9,50000,0.48708,0.16938
3056,9.200000000000008,-15.799999999999995,-6.751,-1.401,473,455,58,50000,0.48708,0.16938
3057,3.8000000000000007,-11.2,-6.751,-1.401,473,455,12,50000,0.48708,0.16938
3058,-12.2,2.8,-6.751,-1.401,473,455,22,50000,0.48708,0.16938
3059,-12.1,2.9,-6.751,-1.401,473,455,21,50000,0.48708,0.16938
3060,3.8000000000000007,-11.2,-6.880,-0.930,473,455,12,50000,0.45181,0.15189
3061,-52.70000000000055,-37.70000000000039,-6.880,-0.930,473,456,577,50000,0.45181,0.15189
3062,12.900000000000007,-12.1,-6.880,-0.930,474,456,21,50000,0.45181,0.15189
3063,-11.7,3.3,-6.880,-0.930,474,456,17,50000,0.45181,0.15189
3064,0.5,-14.5,-6.880,-0.930,474,456,45,50000,0.45181,0.15189
3065,2.9,-12.1,-6.880,-0.930,474,456,21,50000,0.45181,0.15189
3066,-11.0,4.0,-6.880,-0.930,474,456,10,50000,0.45181,0.15189
3067,-11.7,3.3,-6.880,-0.930,474,456,17,50000,0.45181,0.15189
3068,-10.9,4.1000000000000005,-6.880,-0.930,474,456,9,50000,0.45181,0.15189
3069,-4.799999999999981,-9.799999999999997,-6.880,-0.930,474,457,98,50000,0.45181,0.15189
3070,-10.9,4.1000000000000005,-6.880,-0.930,474,457,9,50000,0.45181,0.15189
3071,-10.799999999999999,4.2,-6.880,-0.930,474,457,8,50000,0.45181,0.15189
3072,-11.7,3.3,-6.880,-0.930,474,457,17,50000,0.45181,0.15189
3073,-11.1,3.9000000000000004,-6.880,-0.930,474,457,11,50000,0.45181,0.15189
3074,3.8000000000000007,-11.2,-6.880,-0.930,474,457,12,50000,0.45181,0.15189
3075,-11.7,-1.6999999999999975,-6.880,-0.930,474,458,17,50000,0.45181,0.15189
3076,-10.799999999999999,4.2,-6.880,-0.930,474,458,8,50000,0.45181,0.15189
3077,-10.7,4.300000000000001,-6.880,-0.930,474,458,7,50000,0.45181,0.15189
3078,-10.799999999999999,4.2,-6.880,-0.930,474,458,8,50000,0.45181,0.15189
3079,-12.2,2.8,-6.880,-0.930,474,458,22,50000,0.45181,0.15189
3080,13.1,-11.9,-7.228,-1.328,475,458,19,50000,0.41300,0.14888
3081,2.1999999999999993,-12.8,-7.228,-1.328,475,458,28,50000,0.41300,0.14888
3082,3.8000000000000007,-11.2,-7.228,-1.328,475,458,12,50000,0.41300,0.14888
3083,-15.799999999999995,-0.7999999999999954,-7.228,-1.328,475,458,58,50000,0.41300,0.14888
3084,3.2,-11.8,-7.228,-1.328,475,458,18,50000,0.41300,0.14888
3085,-11.7,3.3,-7.228,-1.328,475,458,17,50000,0.41300,0.14888
3086,-11.1,3.9000000000000004,-7.228,-1.328,475,458,11,50000,0.41300,0.14888
3087,-14.5,20.499999999999996,-7.228,-1.328,475,459,45,50000,0.41300,0.14888
3088,-0.1999999999999975,-5.199999999999996,-7.228,-1.328,475,460,52,50000,0.41300,0.14888
3089,-10.799999999999999,4.2,-7.228,-1.328,475,460,8,50000,0.41300,0.14888
3090,2.3999999999999995,-12.600000000000001,-7.228,-1.328,475,460,26,50000,0.41300,0.14888
3091,3.8000000000000007,-11.2,-7.228,-1.328,475,460,12,50000,0.41300,0.14888
3092,-10.9,4.1000000000000005,-7.228,-1.328,475,460,9,50000,0.41300,0.14888
3093,-12.4,2.5999999999999996,-7.228,-1.328,475,460,24,50000,0.41300,0.14888
3094,-10.6,4.4,-7.228,-1.328,475,460,6,50000,0.41300,0.14888
3095,3.8000000000000007,-11.2,-7.228,-1.328,475,460,12,50000,0.41300,0.14888
3096,-13.0,12.000000000000005,-7.228,-1.328,475,461,30,50000,0.41300,0.14888
3097,-12.2,2.8,-7.228,-1.328,475,461,22,50000,0.41300,0.14888
3098,-11.0,4.0,-7.228,-1.328,475,461,10,50000,0.41300,0.14888
3099,-11.8,3.2,-7.228,-1.328,475,461,18,50000,0.41300,0.14888
3100,-10.9,4.1000000000000005,-6.913,-1.713,475,461,9,50000,0.44671,0.17430
3101,-10.7,4.300000000000001,-6.913,-1.713,475,461,7,50000,0.44671,0.17430
3102,12.7,-12.3,-6.913,-1.713,476,461,23,50000,0.44671,0.17430
3103,3.8000000000000007,-11.2,-6.913,-1.713,476,461,12,50000,0.44671,0.17430
3104,-10.9,4.1000000000000005,-6.913,-1.713,476,461,9,50000,0.44671,0.17430
3105,-10.9,4.1000000000000005,-6.913,-1.713,476,461,9,50000,0.44671,0.17430
3106,10.30000000000001,-14.7,-6.913,-1.713,477,461,47,50000,0.44671,0.17430
3107,-15.999999999999995,-0.9999999999999947,-6.913,-1.713,477,461,60,50000,0.44671,0.17430
3108,-12.700000000000001,2.2999999999999994,-6.913,-1.713,477,461,27,50000,0.44671,0.17430
3109,-10.6,4.4,-6.913,-1.713,477,461,6,50000,0.44671,0.17430
3110,3.7,-11.299999999999999,-6.913,-1.713,477,461,13,50000,0.44671,0.17430
3111,-11.0,4.0,-6.913,-1.713,477,461,10,50000,0.44671,0.17430
3112,26.100000000000023,-18.899999999999984,-6.913,-1.713,478,461,89,50000,0.44671,0.17430
3113,-10.799999999999999,4.2,-6.913,-1.713,478,461,8,50000,0.44671,0.17430
3114,-11.7,3.3,-6.913,-1.713,478,461,17,50000,0.44671,0.17430
3115,-11.7,3.3,-6.913,-1.713,478,461,17,50000,0.44671,0.17430
3116,-11.4,3.6000000000000005,-6.913,-1.713,478,461,14,50000,0.44671,0.17430
3117,-10.7,4.300000000000001,-6.913,-1.713,478,461,7,50000,0.44671,0.17430
3118,-10.799999999999999,4.2,-6.913,-1.713,478,461,8,50000,0.44671,0.17430
3119,3.8000000000000007,-11.2,-6.913,-1.713,478,461,12,50000,0.44671,0.17430
3120,-12.2,2.8,-6.837,-1.637,478,461,22,50000,0.43760,0.16213
3121,4.1000000000000005,-10.9,-6.837,-1.637,478,461,9,50000,0.43760,0.16213
3122,-1.199999999999994,-16.199999999999996,-6.837,-1.637,478,461,62,50000,0.43760,0.16213
3123,-10.799999999999999,4.2,-6.837,-1.637,478,461,8,50000,0.43760,0.16213
3124,-10.799999999999999,4.2,-6.837,-1.637,478,461,8,50000,0.43760,0.16213
3125,3.2,-11.8,-6.837,-1.637,478,461,18,50000,0.43760,0.16213
3126,6.099999999999982,1.0999999999999983,-6.837,-1.637,479,461,39,50000,0.43760,0.16213
3127,10.100000000000003,-14.899999999999999,-6.837,-1.637,480,461,49,50000,0.43760,0.16213
3128,3.0,-12.0,-6.837,-1.637,480,461,20,50000,0.43760,0.16213
3129,3.5,-11.5,-6.837,-1.637,480,461,15,50000,0.43760,0.16213
3130,-11.5,3.5,-6.837,-1.637,480,461,15,50000,0.43760,0.16213
3131,-10.799999999999999,4.2,-6.837,-1.637,480,461,8,50000,0.43760,0.16213
3132,2.4999999999999996,-12.5,-6.837,-1.637,480,461,25,50000,0.43760,0.16213
3133,-12.1,2.9,-6.837,-1.637,480,461,21,50000,0.43760,0.16213
3134,-6.3999999999999915,-1.3999999999999932,-6.837,-1.637,481,461,64,50000,0.43760,0.16213
3135,-11.0,4.0,-6.837,-1.637,481,461,10,50000,0.43760,0.16213
3136,3.8000000000000007,-11.2,-6.837,-1.637,481,461,12,50000,0.43760,0.16213
3137,-10.9,4.1000000000000005,-6.837,-1.637,481,461,9,50000,0.43760,0.16213
3138,-12.700000000000001,2.2999999999999994,-6.837,-1.637,481,461,27,50000,0.43760,0.16213
3139,3.8000000000000007,-11.2,-6.837,-1.637,481,461,12,50000,0.43760,0.16213
3140,-10.9,4.1000000000000005,-6.084,-2.034,481,461,9,50000,0.44762,0.17214
3141,3.6000000000000005,-11.4,-6.084,-2.034,481,461,14,50000,0.44762,0.17214
3142,3.0999999999999996,-11.9,-6.084,-2.034,481,461,19,50000,0.44762,0.17214
3143,-16.499999999999993,-1.499999999999993,-6.084,-2.034,481,461,65,50000,0.44762,0.17214
3144,-13.600000000000001,1.3999999999999986,-6.084,-2.034,481,461,36,50000,0.44762,0.17214
3145,3.8000000000000007,-11.2,-6.084,-2.034,481,461,12,50000,0.44762,0.17214
3146,1.899999999999999,-13.100000000000001,-6.084,-2.034,481,461,31,50000,0.44762,0.17214
3147,-11.2,3.8000000000000007,-6.084,-2.034,481,461,12,50000,0.44762,0.17214
3148,-12.0,3.0,-6.084,-2.034,481,461,20,50000,0.44762,0.17214
3149,-10.799999999999999,4.2,-6.084,-2.034,481,461,8,50000,0.44762,0.17214
3150,-2.8999999999999986,12.100000000000007,-6.084,-2.034,481,461,29,50000,0.44762,0.17214
3151,-11.7,3.3,-6.084,-2.034,481,461,17,50000,0.44762,0.17214
3152,-12.0,3.0,-6.084,-2.034,481,461,20,50000,0.44762,0.17214
3153,0.7999999999999989,-4.200000000000001,-6.084,-2.034,481,462,42,50000,0.44762,0.17214
3154,-10.799999999999999,4.2,-6.084,-2.034,481,462,8,50000,0.44762,0.17214
3155,3.8000000000000007,-11.2,-6.084,-2.034,481,462,12,50000,0.44762,0.17214
3156,-11.0,4.0,-6.084,-2.034,481,462,10,50000,0.44762,0.17214
3157,-10.9,4.1000000000000005,-6.084,-2.034,481,462,9,50000,0.44762,0.17214
3158,-12.9,2.099999999999999,-6.084,-2.034,481,462,29,50000,0.44762,0.17214
3159,-10.9,4.1000000000000005,-6.084,-2.034,481,462,9,50000,0.44762,0.17214
3160,3.2,-11.8,-6.057,-2.107,481,462,18,50000,0.46120,0.18567
3161,-10.799999999999999,4.2,-6.057,-2.107,481,462,8,50000,0.46120,0.18567
3162,2.8,-12.2,-6.057,-2.107,481,462,22,50000,0.46120,0.18567
3163,-14.200000000000001,0.7999999999999989,-6.057,-2.107,481,462,42,50000,0.46120,0.18567
3164,-11.0,4.0,-6.057,-2.107,481,462,10,50000,0.46120,0.18567
3165,-10.9,4.1000000000000005,-6.057,-2.107,481,462,9,50000,0.46120,0.18567
3166,-14.999999999999998,1.7763568394002505e-15,-6.057,-2.107,481,462,50,50000,0.46120,0.18567
3167,-14.999999999999998,1.7763568394002505e-15,-6.057,-2.107,481,462,50,50000,0.46120,0.18567
3168,12.10000000000001,-12.9,-6.057,-2.107,482,462,29,50000,0.46120,0.18567
3169,-13.100000000000001,1.899999999999999,-6.057,-2.107,482,462,31,50000,0.46120,0.18567
3170,-12.0,3.0,-6.057,-2.107,482,462,20,50000,0.46120,0.18567
3171,-4.099999999999984,-19.099999999999984,-6.057,-2.107,482,462,91,50000,0.46120,0.18567
3172,2.4999999999999996,-12.5,-6.057,-2.107,482,462,25,50000,0.46120,0.18567
3173,-11.5,3.5,-6.057,-2.107,482,462,15,50000,0.46120,0.18567
3174,-11.2,3.8000000000000007,-6.057,-2.107,482,462,12,50000,0.46120,0.18567
3175,-10.7,4.300000000000001,-6.057,-2.107,482,462,7,50000,0.46120,0.18567
3176,13.900000000000004,-11.1,-6.057,-2.107,483,462,11,50000,0.46120,0.18567
3177,-1.1999999999999993,3.8000000000000007,-6.057,-2.107,484,462,12,50000,0.46120,0.18567
3178,-11.0,4.0,-6.057,-2.107,484,462,10,50000,0.46120,0.18567
3179,3.5,-11.5,-6.057,-2.107,484,462,15,50000,0.46120,0.18567
3180,-4.9999999999999805,-9.999999999999996,-5.573,-1.973,484,463,100,50000,0.49902,0.19368
3181,-11.1,3.9000000000000004,-5.573,-1.973,484,463,11,50000,0.49902,0.19368
3182,4.0,-11.0,-5.573,-1.973,484,463,10,50000,0.49902,0.19368
3183,-11.1,3.9000000000000004,-5.573,-1.973,484,463,11,50000,0.49902,0.19368
3184,1.0999999999999983,-13.900000000000002,-5.573,-1.973,484,463,39,50000,0.49902,0.19368
3185,-16.099999999999994,-1.0999999999999943,-5.573,-1.973,484,463,61,50000,0.49902,0.19368
3186,-11.1,3.9000000000000004,-5.573,-1.973,484,463,11,50000,0.49902,0.19368
3187,-12.2,2.8,-5.573,-1.973,484,463,22,50000,0.49902,0.19368
3188,3.8000000000000007,-11.2,-5.573,-1.973,484,463,12,50000,0.49902,0.19368
3189,-11.7,3.3,-5.573,-1.973,484,463,17,50000,0.49902,0.19368
3190,7.9,2.9,-5.573,-1.973,485,463,21,50000,0.49902,0.19368
3191,-10.799999999999999,4.2,-5.573,-1.973,485,463,8,50000,0.49902,0.19368
3192,-10.7,4.300000000000001,-5.573,-1.973,485,463,7,50000,0.49902,0.19368
3193,1.799999999999999,-3.199999999999992,-5.573,-1.973,485,464,32,50000,0.49902,0.19368
3194,-17.900000000000055,-2.8999999999999737,-5.573,-1.973,485,465,229,50000,0.49902,0.19368
3195,-11.1,3.9000000000000004,-5.573,-1.973,485,465,11,50000,0.49902,0.19368
3196,-12.0,3.0,-5.573,-1.973,485,465,20,50000,0.49902,0.19368
3197,3.8000000000000007,-1.1999999999999975,-5.573,-1.973,485,466,12,50000,0.49902,0.19368
3198,-10.799999999999999,4.2,-5.573,-1.973,485,466,8,50000,0.49902,0.19368
3199,-2.899999999999988,-7.899999999999994,-5.573,-1.973,485,467,79,50000,0.49902,0.19368
3200,-12.2,2.8,-5.589,-1.989,485,467,22,50000,0.48240,0.19588
3201,-12.1,2.9,-5.589,-1.989,485,467,21,50000,0.48240,0.19588
3202,-10.799999999999999,4.2,-5.589,-1.989,485,467,8,50000,0.48240,0.19588
3203,1.0999999999999983,-13.900000000000002,-5.589,-1.989,485,467,39,50000,0.48240,0.19588
3204,3.8000000000000007,-11.2,-5.589,-1.989,485,467,12,50000,0.48240,0.19588
3205,-10.7,4.300000000000001,-5.589,-1.989,485,467,7,50000,0.48240,0.19588
3206,-10.9,4.1000000000000005,-5.589,-1.989,485,467,9,50000,0.48240,0.19588
3207,3.3,-11.7,-5.589,-1.989,485,467,17,50000,0.48240,0.19588
3208,-10.799999999999999,4.2,-5.589,-1.989,485,467,8,50000,0.48240,0.19588
3209,0.10000000000002007,-14.899999999999986,-5.589,-1.989,485,467,149,50000,0.48240,0.19588
3210,-10.9,4.1000000000000005,-5.589,-1.989,485,467,9,50000,0.48240,0.19588
3211,-11.1,3.9000000000000004,-5.589,-1.989,485,467,11,50000,0.48240,0.19588
3212,-10.7,4.300000000000001,-5.589,-1.989,485,467,7,50000,0.48240,0.19588
3213,-10.9,4.1000000000000005,-5.589,-1.989,485,467,9,50000,0.48240,0.19588
3214,3.7,-1.299999999999999,-5.589,-1.989,485,468,13,50000,0.48240,0.19588
3215,-10.799999999999999,4.2,-5.589,-1.989,485,468,8,50000,0.48240,0.19588
3216,-13.700000000000001,1.2999999999999985,-5.589,-1.989,485,468,37,50000,0.48240,0.19588
3217,1.6999999999999988,-13.3,-5.589,-1.989,485,468,33,50000,0.48240,0.19588
3218,-10.799999999999999,4.2,-5.589,-1.989,485,468,8,50000,0.48240,0.19588
3219,1.9999999999999991,-2.9999999999999947,-5.589,-1.989,485,469,30,50000,0.48240,0.19588
3220,2.1999999999999993,-12.8,-5.735,-2.035,485,469,28,50000,0.41606,0.18112
3221,-11.1,3.9000000000000004,-5.735,-2.035,485,469,11,50000,0.41606,0.18112
3222,-10.9,4.1000000000000005,-5.735,-2.035,485,469,9,50000,0.41606,0.18112
3223,11.700000000000003,-13.3,-5.735,-2.035,486,469,33,50000,0.41606,0.18112
3224,-10.799999999999999,4.2,-5.735,-2.035,486,469,8,50000,0.41606,0.18112
3225,-11.0,4.0,-5.735,-2.035,486,469,10,50000,0.41606,0.18112
3226,-11.1,13.900000000000002,-5.735,-2.035,486,470,11,50000,0.41606,0.18112
3227,1.5999999999999988,-13.400000000000002,-5.735,-2.035,486,470,34,50000,0.41606,0.18112
3228,-11.7,3.3,-5.735,-2.035,486,470,17,50000,0.41606,0.18112
3229,-10.9,4.1000000000000005,-5.735,-2.035,486,470,9,50000,0.41606,0.18112
3230,-20.899999999999977,-0.8999999999999755,-5.735,-2.035,486,471,109,50000,0.41606,0.18112
3231,-10.9,4.1000000000000005,-5.735,-2.035,486,471,9,50000,0.41606,0.18112
3232,-0.6999999999999975,4.300000000000001,-5.735,-2.035,487,471,7,50000,0.41606,0.18112
3233,2.1999999999999993,-12.8,-5.735,-2.035,487,471,28,50000,0.41606,0.18112
3234,3.4000000000000004,-11.6,-5.735,-2.035,487,471,16,50000,0.41606,0.18112
3235,-16.499999999999993,-1.499999999999993,-5.735,-2.035,487,471,65,50000,0.41606,0.18112
3236,-11.4,3.6000000000000005,-5.735,-2.035,487,471,14,50000,0.41606,0.18112
3237,2.6999999999999997,-12.3,-5.735,-2.035,487,471,23,50000,0.41606,0.18112
3238,-10.7,4.300000000000001,-5.735,-2.035,487,471,7,50000,0.41606,0.18112
3239,-19.59999999999998,-4.599999999999982,-5.735,-2.035,487,471,96,50000,0.41606,0.18112
3240,-10.9,4.1000000000000005,-6.620,-1.370,487,471,9,50000,0.45316,0.19743
3241,-11.8,13.200000000000005,-6.620,-1.370,487,472,18,50000,0.45316,0.19743
3242,-11.1,3.9000000000000004,-6.620,-1.370,487,472,11,50000,0.45316,0.19743
3243,-10.799999999999999,4.2,-6.620,-1.370,487,472,8,50000,0.45316,0.19743
3244,-7.299999999999979,-2.29999999999999,-6.620,-1.370,488,472,73,50000,0.45316,0.19743
3245,-10.9,4.1000000000000005,-6.620,-1.370,488,472,9,50000,0.45316,0.19743
3246,-10.9,4.1000000000000005,-6.620,-1.370,488,472,9,50000,0.45316,0.19743
3247,-10.7,4.300000000000001,-6.620,-1.370,488,472,7,50000,0.45316,0.19743
3248,-11.0,14.000000000000002,-6.620,-1.370,488,473,10,50000,0.45316,0.19743
3249,-11.0,4.0,-6.620,-1.370,488,473,10,50000,0.45316,0.19743
3250,-12.0,3.0,-6.620,-1.370,488,473,20,50000,0.45316,0.19743
3251,-10.799999999999999,4.2,-6.620,-1.370,488,473,8,50000,0.45316,0.19743
3252,-12.2,2.8,-6.620,-1.370,488,473,22,50000,0.45316,0.19743
3253,-10.799999999999999,4.2,-6.620,-1.370,488,473,8,50000,0.45316,0.19743
3254,12.900000000000007,-12.1,-6.620,-1.370,489,473,21,50000,0.45316,0.19743
3255,-10.799999999999999,4.2,-6.620,-1.370,489,473,8,50000,0.45316,0.19743
3256,-16.099999999999994,-1.0999999999999943,-6.620,-1.370,489,473,61,50000,0.45316,0.19743
3257,-12.1,2.9,-6.620,-1.370,489,473,21,50000,0.45316,0.19743
3258,-10.7,4.300000000000001,-6.620,-1.370,489,473,7,50000,0.45316,0.19743
3259,-11.7,3.3,-6.620,-1.370,489,473,17,50000,0.45316,0.19743
3260,-11.2,3.8000000000000007,-7.360,-0.410,489,473,12,50000,0.41175,0.18466
3261,-4.99999999999999,1.7763568394002505e-15,-7.360,-0.410,490,473,50,50000,0.41175,0.18466
3262,-12.9,2.099999999999999,-7.360,-0.410,490,473,29,50000,0.41175,0.18466
3263,-10.9,4.1000000000000005,-7.360,-0.410,490,473,9,50000,0.41175,0.18466
3264,-11.1,3.9000000000000004,-7.360,-0.410,490,473,11,50000,0.41175,0.18466
3265,0.20000000000000107,-14.799999999999999,-7.360,-0.410,490,473,48,50000,0.41175,0.18466
3266,-10.5,4.5,-7.360,-0.410,490,473,5,50000,0.41175,0.18466
3267,-11.0,4.0,-7.360,-0.410,490,473,10,50000,0.41175,0.18466
3268,-10.9,4.1000000000000005,-7.360,-0.410,490,473,9,50000,0.41175,0.18466
3269,3.4000000000000004,-11.6,-7.360,-0.410,490,473,16,50000,0.41175,0.18466
3270,-10.9,4.1000000000000005,-7.360,-0.410,490,473,9,50000,0.41175,0.18466
3271,3.7,-11.299999999999999,-7.360,-0.410,490,473,13,50000,0.41175,0.18466
3272,3.7,-1.299999999999999,-7.360,-0.410,490,474,13,50000,0.41175,0.18466
3273,1.899999999999999,6.899999999999986,-7.360,-0.410,490,475,31,50000,0.41175,0.18466
3274,-13.0,1.9999999999999991,-7.360,-0.410,490,475,30,50000,0.41175,0.18466
3275,-11.7,3.3,-7.360,-0.410,490,475,17,50000,0.41175,0.18466
3276,-13.400000000000002,1.5999999999999988,-7.360,-0.410,490,475,34,50000,0.41175,0.18466
3277,-10.7,4.300000000000001,-7.360,-0.410,490,475,7,50000,0.41175,0.18466
3278,12.1,-12.9,-7.360,-0.410,491,475,29,50000,0.41175,0.18466
3279,13.100000000000001,-11.9,-7.360,-0.410,492,475,19,50000,0.41175,0.18466
3280,-17.69999999999999,-2.6999999999999886,-7.257,-0.107,492,475,77,50000,0.40272,0.17680
3281,3.3,-11.7,-7.257,-0.107,492,475,17,50000,0.40272,0.17680
3282,1.899999999999999,-13.100000000000001,-7.257,-0.107,492,475,31,50000,0.40272,0.17680
3283,-10.7,4.300000000000001,-7.257,-0.107,492,475,7,50000,0.40272,0.17680
3284,2.099999999999999,-12.9,-7.257,-0.107,492,475,29,50000,0.40272,0.17680
3285,7.899999999999993,2.9,-7.257,-0.107,493,475,21,50000,0.40272,0.17680
3286,-1.6999999999999922,-16.699999999999992,-7.257,-0.107,493,475,67,50000,0.40272,0.17680
3287,-11.1,3.9000000000000004,-7.257,-0.107,493,475,11,50000,0.40272,0.17680
3288,1.9999999999999991,-13.0,-7.257,-0.107,493,475,30,50000,0.40272,0.17680
3289,11.7,-13.3,-7.257,-0.107,494,475,33,50000,0.40272,0.17680
3290,-0.49999999999999645,-15.499999999999996,-7.257,-0.107,494,475,55,50000,0.40272,0.17680
3291,-10.799999999999999,4.2,-7.257,-0.107,494,475,8,50000,0.40272,0.17680
3292,2.9,-2.0999999999999996,-7.257,-0.107,494,476,21,50000,0.40272,0.17680
3293,-10.799999999999999,4.2,-7.257,-0.107,494,476,8,50000,0.40272,0.17680
3294,-10.799999999999999,4.2,-7.257,-0.107,494,476,8,50000,0.40272,0.17680
3295,-11.1,3.9000000000000004,-7.257,-0.107,494,476,11,50000,0.40272,0.17680
3296,-10.9,4.1000000000000005,-7.257,-0.107,494,476,9,50000,0.40272,0.17680
3297,-10.6,4.4,-7.257,-0.107,494,476,6,50000,0.40272,0.17680
3298,3.3,-11.7,-7.257,-0.107,494,476,17,50000,0.40272,0.17680
3299,2.4999999999999996,-12.5,-7.257,-0.107,494,476,25,50000,0.40272,0.17680
3300,-11.1,3.9000000000000004,-6.489,-0.839,494,476,11,50000,0.44965,0.16777
3301,2.4999999999999996,-12.5,-6.489,-0.839,494,476,25,50000,0.44965,0.16777
3302,-8.299999999999997,-3.2999999999999865,-6.489,-0.839,495,476,83,50000,0.44965,0.16777
3303,-10.9,4.1000000000000005,-6.489,-0.839,495,476,9,50000,0.44965,0.16777
3304,-2.29999999999999,-17.29999999999999,-6.489,-0.839,495,476,73,50000,0.44965,0.16777
3305,-10.9,4.1000000000000005,-6.489,-0.839,495,476,9,50000,0.44965,0.16777
3306,-11.1,3.9000000000000004,-6.489,-0.839,495,476,11,50000,0.44965,0.16777
3307,2.2999999999999994,-12.700000000000001,-6.489,-0.839,495,476,27,50000,0.44965,0.16777
3308,3.4000000000000004,-11.6,-6.489,-0.839,495,476,16,50000,0.44965,0.16777
3309,-10.799999999999999,4.2,-6.489,-0.839,495,476,8,50000,0.44965,0.16777
3310,-11.8,3.2,-6.489,-0.839,495,476,18,50000,0.44965,0.16777
3311,-11.0,4.0,-6.489,-0.839,495,476,10,50000,0.44965,0.16777
3312,3.4000000000000004,-11.6,-6.489,-0.839,495,476,16,50000,0.44965,0.16777
3313,-10.799999999999999,4.2,-6.489,-0.839,495,476,8,50000,0.44965,0.16777
3314,0.8999999999999986,-14.100000000000001,-6.489,-0.839,495,476,41,50000,0.44965,0.16777
3315,-11.1,3.9000000000000004,-6.489,-0.839,495,476,11,50000,0.44965,0.16777
3316,1.2999999999999985,-13.700000000000001,-6.489,-0.839,495,476,37,50000,0.44965,0.16777
3317,-10.799999999999999,4.2,-6.489,-0.839,495,476,8,50000,0.44965,0.16777
3318,-11.0,4.0,-6.489,-0.839,495,476,10,50000,0.44965,0.16777
3319,3.8000000000000007,-11.2,-6.489,-0.839,495,476,12,50000,0.44965,0.16777
3320,-10.9,4.1000000000000005,-6.467,-1.117,495,476,9,50000,0.43624,0.15904
3321,-11.8,3.2,-6.467,-1.117,495,476,18,50000,0.43624,0.15904
3322,-10.799999999999999,4.2,-6.467,-1.117,495,476,8,50000,0.43624,0.15904
3323,-11.6,3.4000000000000004,-6.467,-1.117,495,476,16,50000,0.43624,0.15904
3324,-11.9,3.0999999999999996,-6.467,-1.117,495,476,19,50000,0.43624,0.15904
3325,-11.2,3.8000000000000007,-6.467,-1.117,495,476,12,50000,0.43624,0.15904
3326,3.8000000000000007,-11.2,-6.467,-1.117,495,476,12,50000,0.43624,0.15904
3327,3.3,-11.7,-6.467,-1.117,495,476,17,50000,0.43624,0.15904
3328,3.8000000000000007,-11.2,-6.467,-1.117,495,476,12,50000,0.43624,0.15904
3329,-10.7,4.300000000000001,-6.467,-1.117,495,476,7,50000,0.43624,0.15904
3330,2.9,-2.099999999999996,-6.467,-1.117,495,477,21,50000,0.43624,0.15904
3331,10.500000000000012,-4.499999999999988,-6.467,-1.117,495,477,45,50000,0.43624,0.15904
3332,2.9,-12.1,-6.467,-1.117,495,477,21,50000,0.43624,0.15904
3333,-25.69999999999996,-10.69999999999996,-6.467,-1.117,495,477,157,50000,0.43624,0.15904
3334,3.8000000000000007,-11.2,-6.467,-1.117,495,477,12,50000,0.43624,0.15904
3335,3.8000000000000007,-11.2,-6.467,-1.117,495,477,12,50000,0.43624,0.15904
3336,-15.899999999999995,-0.899999999999995,-6.467,-1.117,495,477,59,50000,0.43624,0.15904
3337,-11.0,4.0,-6.467,-1.117,495,477,10,50000,0.43624,0.15904
3338,-10.799999999999999,4.2,-6.467,-1.117,495,477,8,50000,0.43624,0.15904
3339,-1.2999999999999936,-16.299999999999994,-6.467,-1.117,495,477,63,50000,0.43624,0.15904
